Chr_Scaffold	NCBI_ACC	ENS_ACC
scaffold_AADN04012725.1_chrUn	NT_471923.1	AADN04012725.1
scaffold_AADN04001206.1_chrUn	NT_464353.1	AADN04001206.1
scaffold_AADN04012726.1_chrUn	NT_471924.1	AADN04012726.1
scaffold_AADN04012729.1_chrUn	NT_471925.1	AADN04012729.1
scaffold_AADN04012731.1_chrUn	NT_471926.1	AADN04012731.1
scaffold_AADN04012734.1_chrUn	NT_471927.1	AADN04012734.1
scaffold_AADN04001207.1_chrUn	NT_464354.1	AADN04001207.1
scaffold_AADN04012737.1_chrUn	NT_471928.1	AADN04012737.1
scaffold_AADN04012741.1_chrUn	NT_471929.1	AADN04012741.1
scaffold_AADN04012743.1_chrUn	NT_471930.1	AADN04012743.1
scaffold_AADN04012744.1_chrUn	NT_471931.1	AADN04012744.1
scaffold_AADN04012745.1_chrUn	NT_471932.1	AADN04012745.1
scaffold_AADN04012747.1_chrUn	NT_471933.1	AADN04012747.1
scaffold_AADN04012749.1_chrUn	NT_471934.1	AADN04012749.1
scaffold_AADN04012754.1_chrUn	NT_471935.1	AADN04012754.1
scaffold_AADN04012756.1_chrUn	NT_471936.1	AADN04012756.1
scaffold_AADN04012757.1_chrUn	NT_471937.1	AADN04012757.1
scaffold_AADN04012758.1_chrUn	NT_471938.1	AADN04012758.1
scaffold_AADN04012759.1_chrUn	NT_471939.1	AADN04012759.1
scaffold_AADN04012760.1_chrUn	NT_471940.1	AADN04012760.1
scaffold_AADN04012761.1_chrUn	NT_471941.1	AADN04012761.1
scaffold_AADN04012764.1_chrUn	NT_471942.1	AADN04012764.1
scaffold_AADN04012766.1_chrUn	NT_471943.1	AADN04012766.1
scaffold_AADN04012769.1_chrUn	NT_471944.1	AADN04012769.1
scaffold_AADN04012770.1_chrUn	NT_471945.1	AADN04012770.1
scaffold_AADN04012771.1_chrUn	NT_471946.1	AADN04012771.1
scaffold_AADN04001210.1_chrUn	NT_464355.1	AADN04001210.1
scaffold_AADN04012774.1_chrUn	NT_471947.1	AADN04012774.1
scaffold_AADN04012775.1_chrUn	NT_471948.1	AADN04012775.1
scaffold_AADN04012776.1_chrUn	NT_471949.1	AADN04012776.1
scaffold_AADN04012777.1_chrUn	NT_471950.1	AADN04012777.1
scaffold_AADN04012778.1_chrUn	NT_471951.1	AADN04012778.1
scaffold_AADN04012779.1_chrUn	NT_471952.1	AADN04012779.1
scaffold_AADN04012780.1_chrUn	NT_471953.1	AADN04012780.1
scaffold_AADN04012781.1_chrUn	NT_471954.1	AADN04012781.1
scaffold_AADN04012782.1_chrUn	NT_471955.1	AADN04012782.1
scaffold_AADN04001211.1_chrUn	NT_464356.1	AADN04001211.1
scaffold_AADN04012783.1_chrUn	NT_471956.1	AADN04012783.1
scaffold_AADN04012784.1_chrUn	NT_471957.1	AADN04012784.1
scaffold_AADN04012785.1_chrUn	NT_471958.1	AADN04012785.1
scaffold_AADN04012786.1_chrUn	NT_471959.1	AADN04012786.1
scaffold_AADN04012787.1_chrUn	NT_471960.1	AADN04012787.1
scaffold_AADN04012788.1_chrUn	NT_471961.1	AADN04012788.1
scaffold_AADN04012789.1_chrUn	NT_471962.1	AADN04012789.1
scaffold_AADN04012791.1_chrUn	NT_471963.1	AADN04012791.1
scaffold_AADN04012792.1_chrUn	NT_471964.1	AADN04012792.1
scaffold_AADN04012793.1_chrUn	NT_471965.1	AADN04012793.1
scaffold_AADN04012794.1_chrUn	NT_471966.1	AADN04012794.1
scaffold_AADN04012795.1_chrUn	NT_471967.1	AADN04012795.1
scaffold_AADN04012796.1_chrUn	NT_471968.1	AADN04012796.1
scaffold_AADN04012798.1_chrUn	NT_471969.1	AADN04012798.1
scaffold_AADN04012800.1_chrUn	NT_471970.1	AADN04012800.1
scaffold_AADN04012803.1_chrUn	NT_471971.1	AADN04012803.1
scaffold_AADN04012804.1_chrUn	NT_471972.1	AADN04012804.1
scaffold_AADN04012805.1_chrUn	NT_471973.1	AADN04012805.1
scaffold_KQ759699.1_chrUn	NT_471974.1	KQ759699.1
scaffold_AADN04012808.1_chrUn	NT_471975.1	AADN04012808.1
scaffold_AADN04012809.1_chrUn	NT_471976.1	AADN04012809.1
scaffold_AADN04012810.1_chrUn	NT_471977.1	AADN04012810.1
scaffold_AADN04012812.1_chrUn	NT_471978.1	AADN04012812.1
scaffold_AADN04012815.1_chrUn	NT_471979.1	AADN04012815.1
scaffold_AADN04012816.1_chrUn	NT_471980.1	AADN04012816.1
scaffold_AADN04012819.1_chrUn	NT_471981.1	AADN04012819.1
scaffold_AADN04012820.1_chrUn	NT_471982.1	AADN04012820.1
scaffold_AADN04012821.1_chrUn	NT_471983.1	AADN04012821.1
scaffold_AADN04012822.1_chrUn	NT_471984.1	AADN04012822.1
scaffold_AADN04012824.1_chrUn	NT_471985.1	AADN04012824.1
scaffold_AADN04012825.1_chrUn	NT_471986.1	AADN04012825.1
scaffold_AADN04012826.1_chrUn	NT_471987.1	AADN04012826.1
scaffold_AADN04012827.1_chrUn	NT_471988.1	AADN04012827.1
scaffold_AADN04012830.1_chrUn	NT_471989.1	AADN04012830.1
scaffold_AADN04012831.1_chrUn	NT_471990.1	AADN04012831.1
scaffold_AADN04012833.1_chrUn	NT_471991.1	AADN04012833.1
scaffold_AADN04012834.1_chrUn	NT_471992.1	AADN04012834.1
scaffold_AADN04012835.1_chrUn	NT_471993.1	AADN04012835.1
scaffold_AADN04012837.1_chrUn	NT_471994.1	AADN04012837.1
scaffold_AADN04012838.1_chrUn	NT_471995.1	AADN04012838.1
scaffold_AADN04012842.1_chrUn	NT_471996.1	AADN04012842.1
scaffold_AADN04012845.1_chrUn	NT_471997.1	AADN04012845.1
scaffold_AADN04012846.1_chrUn	NT_471998.1	AADN04012846.1
scaffold_AADN04012847.1_chrUn	NT_471999.1	AADN04012847.1
scaffold_AADN04012848.1_chrUn	NT_472000.1	AADN04012848.1
scaffold_AADN04012851.1_chrUn	NT_472001.1	AADN04012851.1
scaffold_AADN04012852.1_chrUn	NT_472002.1	AADN04012852.1
scaffold_AADN04012853.1_chrUn	NT_472003.1	AADN04012853.1
scaffold_AADN04012855.1_chrUn	NT_472004.1	AADN04012855.1
scaffold_AADN04012857.1_chrUn	NT_472005.1	AADN04012857.1
scaffold_AADN04012859.1_chrUn	NT_472006.1	AADN04012859.1
scaffold_AADN04012860.1_chrUn	NT_472007.1	AADN04012860.1
scaffold_AADN04012862.1_chrUn	NT_472008.1	AADN04012862.1
scaffold_AADN04012864.1_chrUn	NT_472009.1	AADN04012864.1
scaffold_AADN04012865.1_chrUn	NT_472010.1	AADN04012865.1
scaffold_AADN04012867.1_chrUn	NT_472011.1	AADN04012867.1
scaffold_AADN04012872.1_chrUn	NT_472012.1	AADN04012872.1
scaffold_AADN04012874.1_chrUn	NT_472013.1	AADN04012874.1
scaffold_AADN04012875.1_chrUn	NT_472014.1	AADN04012875.1
scaffold_AADN04012876.1_chrUn	NT_472015.1	AADN04012876.1
scaffold_AADN04012878.1_chrUn	NT_472016.1	AADN04012878.1
scaffold_AADN04012881.1_chrUn	NT_472017.1	AADN04012881.1
scaffold_AADN04012883.1_chrUn	NT_472018.1	AADN04012883.1
scaffold_AADN04012884.1_chrUn	NT_472019.1	AADN04012884.1
scaffold_AADN04012885.1_chrUn	NT_472020.1	AADN04012885.1
scaffold_AADN04012886.1_chrUn	NT_472021.1	AADN04012886.1
scaffold_AADN04012887.1_chrUn	NT_472022.1	AADN04012887.1
scaffold_AADN04012888.1_chrUn	NT_472023.1	AADN04012888.1
scaffold_AADN04012889.1_chrUn	NT_472024.1	AADN04012889.1
scaffold_AADN04012890.1_chrUn	NT_472025.1	AADN04012890.1
scaffold_AADN04012892.1_chrUn	NT_472026.1	AADN04012892.1
scaffold_AADN04012893.1_chrUn	NT_472027.1	AADN04012893.1
scaffold_AADN04001220.1_chrUn	NT_464357.1	AADN04001220.1
scaffold_AADN04012894.1_chrUn	NT_472028.1	AADN04012894.1
scaffold_AADN04012895.1_chrUn	NT_472029.1	AADN04012895.1
scaffold_AADN04012896.1_chrUn	NT_472030.1	AADN04012896.1
scaffold_AADN04012897.1_chrUn	NT_472031.1	AADN04012897.1
scaffold_AADN04012899.1_chrUn	NT_472032.1	AADN04012899.1
scaffold_AADN04012900.1_chrUn	NT_472033.1	AADN04012900.1
scaffold_AADN04012901.1_chrUn	NT_472034.1	AADN04012901.1
scaffold_AADN04012903.1_chrUn	NT_472035.1	AADN04012903.1
scaffold_AADN04012905.1_chrUn	NT_472036.1	AADN04012905.1
scaffold_AADN04012909.1_chrUn	NT_472037.1	AADN04012909.1
scaffold_AADN04012910.1_chrUn	NT_472038.1	AADN04012910.1
scaffold_AADN04001222.1_chrUn	NT_464358.1	AADN04001222.1
scaffold_AADN04012912.1_chrUn	NT_472039.1	AADN04012912.1
scaffold_AADN04012915.1_chrUn	NT_472040.1	AADN04012915.1
scaffold_AADN04012916.1_chrUn	NT_472041.1	AADN04012916.1
scaffold_AADN04012917.1_chrUn	NT_472042.1	AADN04012917.1
scaffold_AADN04012918.1_chrUn	NT_472043.1	AADN04012918.1
scaffold_AADN04001223.1_chrUn	NT_464359.1	AADN04001223.1
scaffold_AADN04012921.1_chrUn	NT_472044.1	AADN04012921.1
scaffold_AADN04012923.1_chrUn	NT_472045.1	AADN04012923.1
scaffold_AADN04012924.1_chrUn	NT_472046.1	AADN04012924.1
scaffold_AADN04012925.1_chrUn	NT_472047.1	AADN04012925.1
scaffold_AADN04012926.1_chrUn	NT_472048.1	AADN04012926.1
scaffold_AADN04012927.1_chrUn	NT_472049.1	AADN04012927.1
scaffold_AADN04012928.1_chrUn	NT_472050.1	AADN04012928.1
scaffold_AADN04012931.1_chrUn	NT_472051.1	AADN04012931.1
scaffold_AADN04012934.1_chrUn	NT_472052.1	AADN04012934.1
scaffold_AADN04012935.1_chrUn	NT_472053.1	AADN04012935.1
scaffold_AADN04012936.1_chrUn	NT_472054.1	AADN04012936.1
scaffold_AADN04012937.1_chrUn	NT_472055.1	AADN04012937.1
scaffold_AADN04012938.1_chrUn	NT_472056.1	AADN04012938.1
scaffold_AADN04012941.1_chrUn	NT_472057.1	AADN04012941.1
scaffold_AADN04012948.1_chrUn	NT_472058.1	AADN04012948.1
scaffold_AADN04012950.1_chrUn	NT_472059.1	AADN04012950.1
scaffold_AADN04012952.1_chrUn	NT_472060.1	AADN04012952.1
scaffold_AADN04012953.1_chrUn	NT_472061.1	AADN04012953.1
scaffold_AADN04012954.1_chrUn	NT_472062.1	AADN04012954.1
scaffold_AADN04012955.1_chrUn	NT_472063.1	AADN04012955.1
scaffold_AADN04012956.1_chrUn	NT_472064.1	AADN04012956.1
scaffold_AADN04012957.1_chrUn	NT_472065.1	AADN04012957.1
scaffold_AADN04012958.1_chrUn	NT_472066.1	AADN04012958.1
scaffold_AADN04012959.1_chrUn	NT_472067.1	AADN04012959.1
scaffold_AADN04012961.1_chrUn	NT_472068.1	AADN04012961.1
scaffold_AADN04012962.1_chrUn	NT_472069.1	AADN04012962.1
scaffold_AADN04012966.1_chrUn	NT_472070.1	AADN04012966.1
scaffold_AADN04012967.1_chrUn	NT_472071.1	AADN04012967.1
scaffold_AADN04012969.1_chrUn	NT_472072.1	AADN04012969.1
scaffold_AADN04012970.1_chrUn	NT_472073.1	AADN04012970.1
scaffold_AADN04012971.1_chrUn	NT_472074.1	AADN04012971.1
scaffold_AADN04012972.1_chrUn	NT_472075.1	AADN04012972.1
scaffold_AADN04012973.1_chrUn	NT_472076.1	AADN04012973.1
scaffold_AADN04012976.1_chrUn	NT_472077.1	AADN04012976.1
scaffold_AADN04012977.1_chrUn	NT_472078.1	AADN04012977.1
scaffold_AADN04012978.1_chrUn	NT_472079.1	AADN04012978.1
scaffold_AADN04012979.1_chrUn	NT_472080.1	AADN04012979.1
scaffold_AADN04012980.1_chrUn	NT_472081.1	AADN04012980.1
scaffold_AADN04012982.1_chrUn	NT_472082.1	AADN04012982.1
scaffold_AADN04012984.1_chrUn	NT_472083.1	AADN04012984.1
scaffold_AADN04012985.1_chrUn	NT_472084.1	AADN04012985.1
scaffold_AADN04012986.1_chrUn	NT_472085.1	AADN04012986.1
scaffold_KQ759562.1_chrUn	NT_464360.1	KQ759562.1
scaffold_AADN04012989.1_chrUn	NT_472086.1	AADN04012989.1
scaffold_AADN04012990.1_chrUn	NT_472087.1	AADN04012990.1
scaffold_AADN04012991.1_chrUn	NT_472088.1	AADN04012991.1
scaffold_AADN04012994.1_chrUn	NT_472089.1	AADN04012994.1
scaffold_AADN04012995.1_chrUn	NT_472090.1	AADN04012995.1
scaffold_AADN04012996.1_chrUn	NT_472091.1	AADN04012996.1
scaffold_AADN04001232.1_chrUn	NT_464361.1	AADN04001232.1
scaffold_AADN04012998.1_chrUn	NT_472092.1	AADN04012998.1
scaffold_AADN04013003.1_chrUn	NT_472093.1	AADN04013003.1
scaffold_AADN04013004.1_chrUn	NT_472094.1	AADN04013004.1
scaffold_AADN04013006.1_chrUn	NT_472095.1	AADN04013006.1
scaffold_AADN04013007.1_chrUn	NT_472096.1	AADN04013007.1
scaffold_AADN04001233.1_chrUn	NT_464362.1	AADN04001233.1
scaffold_AADN04013008.1_chrUn	NT_472097.1	AADN04013008.1
scaffold_AADN04013009.1_chrUn	NT_472098.1	AADN04013009.1
scaffold_AADN04013011.1_chrUn	NT_472099.1	AADN04013011.1
scaffold_AADN04013013.1_chrUn	NT_472100.1	AADN04013013.1
scaffold_AADN04013014.1_chrUn	NT_472101.1	AADN04013014.1
scaffold_AADN04013015.1_chrUn	NT_472102.1	AADN04013015.1
scaffold_AADN04013017.1_chrUn	NT_472103.1	AADN04013017.1
scaffold_AADN04013018.1_chrUn	NT_472104.1	AADN04013018.1
scaffold_AADN04013019.1_chrUn	NT_472105.1	AADN04013019.1
scaffold_AADN04013023.1_chrUn	NT_472106.1	AADN04013023.1
scaffold_AADN04001235.1_chrUn	NT_464363.1	AADN04001235.1
scaffold_AADN04013028.1_chrUn	NT_472107.1	AADN04013028.1
scaffold_AADN04013029.1_chrUn	NT_472108.1	AADN04013029.1
scaffold_AADN04013033.1_chrUn	NT_472109.1	AADN04013033.1
scaffold_AADN04013034.1_chrUn	NT_472110.1	AADN04013034.1
scaffold_AADN04013036.1_chrUn	NT_472111.1	AADN04013036.1
scaffold_AADN04013037.1_chrUn	NT_472112.1	AADN04013037.1
scaffold_AADN04013039.1_chrUn	NT_472113.1	AADN04013039.1
scaffold_AADN04013040.1_chrUn	NT_472114.1	AADN04013040.1
scaffold_AADN04013041.1_chrUn	NT_472115.1	AADN04013041.1
scaffold_AADN04013042.1_chrUn	NT_472116.1	AADN04013042.1
scaffold_KQ759563.1_chrUn	NT_464364.1	KQ759563.1
scaffold_AADN04013043.1_chrUn	NT_472117.1	AADN04013043.1
scaffold_AADN04013044.1_chrUn	NT_472118.1	AADN04013044.1
scaffold_AADN04013045.1_chrUn	NT_472119.1	AADN04013045.1
scaffold_AADN04013046.1_chrUn	NT_472120.1	AADN04013046.1
scaffold_AADN04013047.1_chrUn	NT_472121.1	AADN04013047.1
scaffold_AADN04013051.1_chrUn	NT_472122.1	AADN04013051.1
scaffold_AADN04013053.1_chrUn	NT_472123.1	AADN04013053.1
scaffold_AADN04013054.1_chrUn	NT_472124.1	AADN04013054.1
scaffold_KQ759700.1_chrUn	NT_472125.1	KQ759700.1
scaffold_AADN04013057.1_chrUn	NT_472126.1	AADN04013057.1
scaffold_AADN04013059.1_chrUn	NT_472127.1	AADN04013059.1
scaffold_AADN04013060.1_chrUn	NT_472128.1	AADN04013060.1
scaffold_AADN04001240.1_chrUn	NT_464365.1	AADN04001240.1
scaffold_AADN04013066.1_chrUn	NT_472129.1	AADN04013066.1
scaffold_AADN04013068.1_chrUn	NT_472130.1	AADN04013068.1
scaffold_AADN04013069.1_chrUn	NT_472131.1	AADN04013069.1
scaffold_AADN04013070.1_chrUn	NT_472132.1	AADN04013070.1
scaffold_AADN04013071.1_chrUn	NT_472133.1	AADN04013071.1
scaffold_AADN04001241.1_chrUn	NT_464366.1	AADN04001241.1
scaffold_AADN04013073.1_chrUn	NT_472134.1	AADN04013073.1
scaffold_AADN04013076.1_chrUn	NT_472135.1	AADN04013076.1
scaffold_AADN04013078.1_chrUn	NT_472136.1	AADN04013078.1
scaffold_AADN04013080.1_chrUn	NT_472137.1	AADN04013080.1
scaffold_AADN04013081.1_chrUn	NT_472138.1	AADN04013081.1
scaffold_AADN04013082.1_chrUn	NT_472139.1	AADN04013082.1
scaffold_AADN04001242.1_chrUn	NT_464367.1	AADN04001242.1
scaffold_AADN04013083.1_chrUn	NT_472140.1	AADN04013083.1
scaffold_AADN04013084.1_chrUn	NT_472141.1	AADN04013084.1
scaffold_AADN04013087.1_chrUn	NT_472142.1	AADN04013087.1
scaffold_AADN04013088.1_chrUn	NT_472143.1	AADN04013088.1
scaffold_AADN04013089.1_chrUn	NT_472144.1	AADN04013089.1
scaffold_AADN04013090.1_chrUn	NT_472145.1	AADN04013090.1
scaffold_AADN04013091.1_chrUn	NT_472146.1	AADN04013091.1
scaffold_KQ759564.1_chrUn	NT_464368.1	KQ759564.1
scaffold_AADN04013093.1_chrUn	NT_472147.1	AADN04013093.1
scaffold_AADN04013095.1_chrUn	NT_472148.1	AADN04013095.1
scaffold_AADN04013096.1_chrUn	NT_472149.1	AADN04013096.1
scaffold_AADN04013097.1_chrUn	NT_472150.1	AADN04013097.1
scaffold_AADN04013100.1_chrUn	NT_472151.1	AADN04013100.1
scaffold_AADN04001245.1_chrUn	NT_464369.1	AADN04001245.1
scaffold_AADN04013104.1_chrUn	NT_472152.1	AADN04013104.1
scaffold_AADN04013105.1_chrUn	NT_472153.1	AADN04013105.1
scaffold_AADN04013107.1_chrUn	NT_472154.1	AADN04013107.1
scaffold_AADN04013109.1_chrUn	NT_472155.1	AADN04013109.1
scaffold_AADN04013110.1_chrUn	NT_472156.1	AADN04013110.1
scaffold_AADN04013111.1_chrUn	NT_472157.1	AADN04013111.1
scaffold_AADN04013113.1_chrUn	NT_472158.1	AADN04013113.1
scaffold_AADN04013114.1_chrUn	NT_472159.1	AADN04013114.1
scaffold_AADN04013116.1_chrUn	NT_472160.1	AADN04013116.1
scaffold_AADN04013117.1_chrUn	NT_472161.1	AADN04013117.1
scaffold_AADN04013119.1_chrUn	NT_472162.1	AADN04013119.1
scaffold_AADN04013123.1_chrUn	NT_472163.1	AADN04013123.1
scaffold_AADN04013124.1_chrUn	NT_472164.1	AADN04013124.1
scaffold_AADN04013125.1_chrUn	NT_472165.1	AADN04013125.1
scaffold_AADN04013126.1_chrUn	NT_472166.1	AADN04013126.1
scaffold_AADN04013127.1_chrUn	NT_472167.1	AADN04013127.1
scaffold_AADN04013128.1_chrUn	NT_472168.1	AADN04013128.1
scaffold_AADN04001246.1_chrUn	NT_464370.1	AADN04001246.1
scaffold_AADN04013131.1_chrUn	NT_472169.1	AADN04013131.1
scaffold_AADN04013133.1_chrUn	NT_472170.1	AADN04013133.1
scaffold_AADN04013135.1_chrUn	NT_472171.1	AADN04013135.1
scaffold_AADN04013136.1_chrUn	NT_472172.1	AADN04013136.1
scaffold_AADN04013138.1_chrUn	NT_472173.1	AADN04013138.1
scaffold_AADN04001247.1_chrUn	NT_464371.1	AADN04001247.1
scaffold_AADN04013140.1_chrUn	NT_472174.1	AADN04013140.1
scaffold_AADN04013141.1_chrUn	NT_472175.1	AADN04013141.1
scaffold_AADN04013142.1_chrUn	NT_472176.1	AADN04013142.1
scaffold_AADN04013143.1_chrUn	NT_472177.1	AADN04013143.1
scaffold_AADN04013145.1_chrUn	NT_472178.1	AADN04013145.1
scaffold_AADN04013146.1_chrUn	NT_472179.1	AADN04013146.1
scaffold_AADN04013148.1_chrUn	NT_472180.1	AADN04013148.1
scaffold_AADN04001248.1_chrUn	NT_464372.1	AADN04001248.1
scaffold_AADN04013150.1_chrUn	NT_472181.1	AADN04013150.1
scaffold_AADN04013151.1_chrUn	NT_472182.1	AADN04013151.1
scaffold_AADN04013152.1_chrUn	NT_472183.1	AADN04013152.1
scaffold_AADN04013154.1_chrUn	NT_472184.1	AADN04013154.1
scaffold_AADN04013157.1_chrUn	NT_472185.1	AADN04013157.1
scaffold_AADN04013158.1_chrUn	NT_472186.1	AADN04013158.1
scaffold_AADN04013159.1_chrUn	NT_472187.1	AADN04013159.1
scaffold_AADN04013162.1_chrUn	NT_472188.1	AADN04013162.1
scaffold_AADN04013163.1_chrUn	NT_472189.1	AADN04013163.1
scaffold_AADN04013166.1_chrUn	NT_472190.1	AADN04013166.1
scaffold_AADN04013167.1_chrUn	NT_472191.1	AADN04013167.1
scaffold_AADN04001249.1_chrUn	NT_464373.1	AADN04001249.1
scaffold_AADN04013170.1_chrUn	NT_472192.1	AADN04013170.1
scaffold_AADN04013177.1_chrUn	NT_472193.1	AADN04013177.1
scaffold_AADN04013178.1_chrUn	NT_472194.1	AADN04013178.1
scaffold_AADN04001250.1_chrUn	NT_464374.1	AADN04001250.1
scaffold_AADN04013179.1_chrUn	NT_472195.1	AADN04013179.1
scaffold_AADN04013180.1_chrUn	NT_472196.1	AADN04013180.1
scaffold_AADN04013182.1_chrUn	NT_472197.1	AADN04013182.1
scaffold_AADN04013183.1_chrUn	NT_472198.1	AADN04013183.1
scaffold_AADN04013184.1_chrUn	NT_472199.1	AADN04013184.1
scaffold_AADN04013185.1_chrUn	NT_472200.1	AADN04013185.1
scaffold_AADN04013187.1_chrUn	NT_472201.1	AADN04013187.1
scaffold_AADN04013188.1_chrUn	NT_472202.1	AADN04013188.1
scaffold_AADN04013189.1_chrUn	NT_472203.1	AADN04013189.1
scaffold_AADN04013190.1_chrUn	NT_472204.1	AADN04013190.1
scaffold_AADN04013191.1_chrUn	NT_472205.1	AADN04013191.1
scaffold_AADN04013192.1_chrUn	NT_472206.1	AADN04013192.1
scaffold_AADN04013193.1_chrUn	NT_472207.1	AADN04013193.1
scaffold_AADN04013194.1_chrUn	NT_472208.1	AADN04013194.1
scaffold_AADN04013196.1_chrUn	NT_472209.1	AADN04013196.1
scaffold_AADN04013198.1_chrUn	NT_472210.1	AADN04013198.1
scaffold_AADN04013199.1_chrUn	NT_472211.1	AADN04013199.1
scaffold_AADN04013200.1_chrUn	NT_472212.1	AADN04013200.1
scaffold_AADN04013204.1_chrUn	NT_472213.1	AADN04013204.1
scaffold_AADN04013205.1_chrUn	NT_472214.1	AADN04013205.1
scaffold_AADN04013206.1_chrUn	NT_472215.1	AADN04013206.1
scaffold_AADN04013207.1_chrUn	NT_472216.1	AADN04013207.1
scaffold_AADN04013208.1_chrUn	NT_472217.1	AADN04013208.1
scaffold_AADN04013209.1_chrUn	NT_472218.1	AADN04013209.1
scaffold_AADN04013210.1_chrUn	NT_472219.1	AADN04013210.1
scaffold_AADN04013211.1_chrUn	NT_472220.1	AADN04013211.1
scaffold_AADN04013216.1_chrUn	NT_472221.1	AADN04013216.1
scaffold_AADN04001252.1_chrUn	NT_464375.1	AADN04001252.1
scaffold_AADN04013219.1_chrUn	NT_472222.1	AADN04013219.1
scaffold_AADN04013223.1_chrUn	NT_472223.1	AADN04013223.1
scaffold_AADN04013224.1_chrUn	NT_472224.1	AADN04013224.1
scaffold_AADN04013225.1_chrUn	NT_472225.1	AADN04013225.1
scaffold_AADN04013228.1_chrUn	NT_472226.1	AADN04013228.1
scaffold_AADN04013229.1_chrUn	NT_472227.1	AADN04013229.1
scaffold_AADN04013230.1_chrUn	NT_472228.1	AADN04013230.1
scaffold_AADN04013231.1_chrUn	NT_472229.1	AADN04013231.1
scaffold_AADN04013234.1_chrUn	NT_472230.1	AADN04013234.1
scaffold_AADN04013235.1_chrUn	NT_472231.1	AADN04013235.1
scaffold_AADN04013237.1_chrUn	NT_472232.1	AADN04013237.1
scaffold_AADN04013238.1_chrUn	NT_472233.1	AADN04013238.1
scaffold_AADN04013239.1_chrUn	NT_472234.1	AADN04013239.1
scaffold_AADN04013241.1_chrUn	NT_472235.1	AADN04013241.1
scaffold_AADN04013242.1_chrUn	NT_472236.1	AADN04013242.1
scaffold_AADN04013243.1_chrUn	NT_472237.1	AADN04013243.1
scaffold_AADN04013244.1_chrUn	NT_472238.1	AADN04013244.1
scaffold_AADN04013245.1_chrUn	NT_472239.1	AADN04013245.1
scaffold_AADN04013247.1_chrUn	NT_472240.1	AADN04013247.1
scaffold_AADN04013248.1_chrUn	NT_472241.1	AADN04013248.1
scaffold_AADN04013251.1_chrUn	NT_472242.1	AADN04013251.1
scaffold_AADN04013253.1_chrUn	NT_472243.1	AADN04013253.1
scaffold_AADN04013255.1_chrUn	NT_472244.1	AADN04013255.1
scaffold_AADN04001256.1_chrUn	NT_464376.1	AADN04001256.1
scaffold_AADN04013256.1_chrUn	NT_472245.1	AADN04013256.1
scaffold_AADN04013258.1_chrUn	NT_472246.1	AADN04013258.1
scaffold_AADN04013259.1_chrUn	NT_472247.1	AADN04013259.1
scaffold_AADN04013262.1_chrUn	NT_472248.1	AADN04013262.1
scaffold_AADN04013263.1_chrUn	NT_472249.1	AADN04013263.1
scaffold_AADN04013265.1_chrUn	NT_472250.1	AADN04013265.1
scaffold_AADN04013269.1_chrUn	NT_472251.1	AADN04013269.1
scaffold_AADN04013270.1_chrUn	NT_472252.1	AADN04013270.1
scaffold_AADN04001257.1_chrUn	NT_464377.1	AADN04001257.1
scaffold_AADN04013274.1_chrUn	NT_472253.1	AADN04013274.1
scaffold_AADN04013277.1_chrUn	NT_472254.1	AADN04013277.1
scaffold_AADN04013278.1_chrUn	NT_472255.1	AADN04013278.1
scaffold_AADN04001258.1_chrUn	NT_464378.1	AADN04001258.1
scaffold_AADN04013286.1_chrUn	NT_472256.1	AADN04013286.1
scaffold_AADN04013288.1_chrUn	NT_472257.1	AADN04013288.1
scaffold_AADN04013290.1_chrUn	NT_472258.1	AADN04013290.1
scaffold_AADN04013291.1_chrUn	NT_472259.1	AADN04013291.1
scaffold_AADN04013294.1_chrUn	NT_472260.1	AADN04013294.1
scaffold_AADN04013296.1_chrUn	NT_472261.1	AADN04013296.1
scaffold_AADN04013297.1_chrUn	NT_472262.1	AADN04013297.1
scaffold_AADN04013302.1_chrUn	NT_472263.1	AADN04013302.1
scaffold_AADN04013303.1_chrUn	NT_472264.1	AADN04013303.1
scaffold_AADN04013307.1_chrUn	NT_472265.1	AADN04013307.1
scaffold_AADN04013309.1_chrUn	NT_472266.1	AADN04013309.1
scaffold_AADN04013310.1_chrUn	NT_472267.1	AADN04013310.1
scaffold_AADN04013311.1_chrUn	NT_472268.1	AADN04013311.1
scaffold_AADN04013312.1_chrUn	NT_472269.1	AADN04013312.1
scaffold_AADN04013313.1_chrUn	NT_472270.1	AADN04013313.1
scaffold_AADN04013315.1_chrUn	NT_472271.1	AADN04013315.1
scaffold_AADN04013319.1_chrUn	NT_472272.1	AADN04013319.1
scaffold_AADN04013320.1_chrUn	NT_472273.1	AADN04013320.1
scaffold_AADN04013321.1_chrUn	NT_472274.1	AADN04013321.1
scaffold_AADN04013322.1_chrUn	NT_472275.1	AADN04013322.1
scaffold_AADN04013325.1_chrUn	NT_472276.1	AADN04013325.1
scaffold_AADN04013326.1_chrUn	NT_472277.1	AADN04013326.1
scaffold_AADN04013327.1_chrUn	NT_472278.1	AADN04013327.1
scaffold_AADN04013328.1_chrUn	NT_472279.1	AADN04013328.1
scaffold_AADN04013329.1_chrUn	NT_472280.1	AADN04013329.1
scaffold_AADN04013330.1_chrUn	NT_472281.1	AADN04013330.1
scaffold_AADN04013331.1_chrUn	NT_472282.1	AADN04013331.1
scaffold_AADN04013333.1_chrUn	NT_472283.1	AADN04013333.1
scaffold_AADN04013337.1_chrUn	NT_472284.1	AADN04013337.1
